id,target
0,0.02816
1,0.03967
2,0.03254
3,0.01410
4,0.01498
5,0.01482
6,0.03497
8,0.02875
10,0.04462
11,0.03905
12,0.04494
14,0.01628
15,0.06897
18,0.05241
21,0.04949
23,0.01947
24,0.03878
25,0.03965
27,0.03250
29,0.03526
30,0.01783
31,0.09686
32,0.04065
33,0.02273
37,0.03332
38,0.04123
39,0.06004
40,0.02116
41,0.03530
42,0.02601
44,0.03613
45,0.02124
47,0.05196
49,0.02205
51,0.04839
52,0.02801
53,0.03904
54,0.06385
55,0.02214
56,0.01929
57,0.12009
59,0.03194
60,0.04018
62,0.01628
63,0.11160
67,0.05255
68,0.00867
69,0.08330
70,0.02873
71,0.05028
73,0.03512
75,0.01941
76,0.02425
81,0.01322
82,0.03323
83,0.02334
86,0.02171
87,0.04143
88,0.01633
91,0.04569
92,0.02595
94,0.01460
97,0.04157
100,0.02386
102,0.04070
103,0.02980
105,0.03793
106,0.07915
108,0.03243
113,0.06177
114,0.01860
115,0.03148
118,0.05383
122,0.01910
124,0.05917
126,0.02788
128,0.03552
129,0.04278
130,0.05296
131,0.03185
132,0.04008
133,0.02053
134,0.04352
135,0.05949
136,0.02093
139,0.01070
140,0.02161
141,0.08537
146,0.03663
148,0.01306
151,0.01851
152,0.03877
154,0.04220
157,0.03772
158,0.01557
159,0.08272
161,0.02771
164,0.04809
165,0.05690
167,0.03417
168,0.05563
169,0.03098
171,0.04690
172,0.05435
173,0.01817
174,0.02518
175,0.04464
176,0.04013
178,0.04010
179,0.01947
180,0.01387
181,0.01272
182,0.12808
183,0.05619
184,0.07660
185,0.04555
187,0.03172
188,0.02392
190,0.02459
191,0.02537
192,0.06990
195,0.02615
196,0.02733
198,0.05522
201,0.04477
202,0.05439
203,0.01864
204,0.02663
207,0.02794
213,0.02952
219,0.02025
220,0.02513
222,0.07330
226,0.01312
228,0.11464
230,0.03266
231,0.01707
232,0.03390
233,0.01574
234,0.01978
236,0.02362
237,0.02427
238,0.07941
240,0.05855
241,0.02044
242,0.06638
243,0.01981
245,0.01443
246,0.03283
247,0.01740
249,0.05280
250,0.01689
251,0.01592
252,0.01719
253,0.01475
254,0.04817
255,0.11480
256,0.03934
257,0.02338
258,0.02067
259,0.09711
260,0.00746
262,0.01820
267,0.02422
268,0.01953
270,0.01396
272,0.02019
273,0.01965
274,0.01400
275,0.02634
276,0.02113
277,0.03730
278,0.09666
279,0.04843
281,0.03695
282,0.03934
283,0.03743
287,0.03247
288,0.05795
289,0.04055
290,0.01281
291,0.06265
292,0.10733
293,0.04024
294,0.02949
295,0.01615
296,0.14166
297,0.03581
298,0.03218
299,0.07092
300,0.02892
303,0.03340
304,0.04563
308,0.01482
314,0.12918
315,0.01654
317,0.03743
318,0.08052
320,0.07080
322,0.05246
323,0.01999
327,0.03873
329,0.09549
331,0.01755
332,0.13975
333,0.09012
334,0.02051
335,0.02574
336,0.06213
337,0.03552
341,0.04447
343,0.02112
345,0.05581
347,0.03350
348,0.05068
349,0.02926
352,0.01445
353,0.01931
354,0.06373
355,0.03307
356,0.02648
357,0.01763
358,0.02338
359,0.02860
361,0.03868
362,0.02528
365,0.04627
366,0.05791
368,0.02910
369,0.02706
371,0.01715
373,0.02600
376,0.02670
377,0.02778
379,0.04133
381,0.02034
382,0.02847
383,0.01989
384,0.04176
385,0.03579
386,0.03905
387,0.02511
388,0.07469
390,0.03136
391,0.03370
392,0.08613
393,0.02104
394,0.02276
396,0.04113
400,0.03454
402,0.02122
403,0.01769
405,0.03079
407,0.04864
409,0.05144
411,0.04162
412,0.01338
414,0.08303
415,0.03703
416,0.01499
418,0.02750
419,0.02733
421,0.00851
422,0.06114
423,0.02825
424,0.06113
426,0.01540
427,0.09352
428,0.03155
436,0.05001
438,0.04352
442,0.02150
443,0.02606
445,0.04810
446,0.02810
447,0.02494
450,0.06711
452,0.01984
453,0.03186
455,0.02776
458,0.04557
459,0.01258
461,0.03603
463,0.01746
467,0.04790
470,0.03064
471,0.02621
472,0.03249
476,0.09723
477,0.03143
481,0.03880
482,0.06017
483,0.10056
485,0.02698
487,0.02258
488,0.02321
490,0.01569
492,0.01725
494,0.04267
